algore,0.006988966508408747
ludacris,0.0004751507089818533
chrisbrown,0.0049232458264616445
channingtatum,0.0
thehill,0.0
mashable,0.0
leodicaprio,0.0019355436427896224
ciara,0.005814201782275578
thereval,0.0
newsweek,8.573094201159083e-06
marcorubio,0.004126249694663884
johnkasich,0.0
tgowdysc,0.006884838241438992
sengillibrand,2.571928260347725e-05
jessicasimpson,0.0
kyliejenner,0.006494357617432958
beyonce,0.0
kendricklamar,0.009389637103059711
austinmahone,0.0
bobbyjindal,0.006608775744576265
nickiminaj,0.003769441597387665
billclinton,0.0321166132195913
foxsports,0.0
travelleisure,0.0003961530336654646
corybooker,0.0
kobebryant,0.013773065385885215
washingtonpost,0.0
arianagrande,0.005976004444994821
tedcruz,0.0
ew,0.0
sensanders,3.14346787375833e-05
carlyfiorina,0.0022166314975041656
jcolenc,0.0
johncena,0.0001320842701453792
thehermancain,7.28713007098522e-05
gov,0.0029166547163489084
katyperry,0.041299077713435155
kdtrey5,0.00025237391376912137
govchristie,0.0060896316108204306
reince,0.08470465931170536
victoriajustice,0.0
aplusk,0.008462580541881018
wsj,0.0
joebiden,0.0
nickelodeontv,1.414003848762602e-05
senatorreid,0.008897438078536121
kevinhart4real,0.017297216354612326
vanityfair,0.0
allenwest,0.0011166363842026541
ryanseacrest,0.032157470882786435
speakerryan,0.0
charliesheen,0.01094029085310248
barackobama,0.0
natgeophotos,0.0
lindsaylohan,0.021840891025834565
people,0.0
mariahcarey,0.0005205248258898683
ellemagazine,0.0
foxnews,0.02550435788482298
kimkardashian,0.004519627197239016
astro_jose,0.0
wwd,0.0030691677240149515
usher,0.019982981686971605
liltunechi,0.0
billboard,0.0
gavinnewsom,0.0007657224333607175
jlo,0.001540062471408782
iamdiddy,0.012436607979612229
latimes,0.0
govmikehuckabee,0.004003581225727242
nancypelosi,0.0008449459642956448
abc,0.0
cbsnews,0.0
oprah,0.06803401085750005
scottwalker,0.0018928925966025896
tmz,0.0
krisjenner,0.0028297938371853576
kendalljenner,0.017860422369418046
ricksantorum,0.00040452757352040647
stephenathome,0.018039945250711353
lmfao,0.0
taylorswift13,0.011954703048286401
justinbieber,0.027332465056125365
jimcarrey,0.0
parishilton,0.003987620509695877
gop,0.022819025308734607
speakerboehner,0.0
younghollywood,0.0
usatoday,0.0
hillaryclinton,0.05922098600900692
shaq,0.015090469009393585
business,0.0
mirandacosgrove,0.0
ronpaul,0.0
nbcnews,0.0
univision,0.0
elizabethforma,1.4288490335265137e-05
treysongz,0.006174931323601058
chrischristie,0.0
stephencurry30,0.0006915269374118523
aliciakeys,0.002001242370763428
jerrybrowngov,0.0
tomhanks,0.0
kasimreed,0.0
blakeshelton,0.00969468615798298
hbo,0.0
zacefron,0.00011911838109499369
realbencarson,0.0001543837360510314
donnabrazile,0.02188555964875365
senschumer,0.0
senwarren,1.7146188402318165e-05
selenagomez,0.004722188938668646
housedemocrats,0.0
ddlovato,0.03074089626623564
kanyewest,0.0029569881053922043
theellenshow,0.01878819952265104
johnlegend,0.015151731397124484
foramerica,0.004007751437966452
rbreich,0.002760536332773225
marieclaire,0.005280343977879163
jimmyfallon,0.0690673651246949
therock,0.0034899269844916427
mileycyrus,0.0399954485197728
mufihannemann,0.0
iamqueenlatifah,0.00219244587595688
gabbygiffords,0.0
nbaontnt,0.00037885984462747945
jimmykimmel,0.03464076084896685
tyrabanks,0.0
johnkerry,0.008490743405810054
uninoticias,0.0
mindykaling,0.016053704509332724
kelly_clarkson,0.019962556341242808
kourtneykardash,0.0027954419774830594
dwstweets,0.005918647815573504
brunomars,0.004074562170684706
iggyazalea,0.0035786678800734887
conanobrien,0.0029202288709093732
teamcantor,0.0
andersoncooper,0.0
sentedcruz,0.003914515636507338
britneyspears,0.009543450117570797
enews,0.0
npr,0.0
realdonaldtrump,0.0028462672747848155
jtimberlake,0.015445092482422899
gadgetlab,0.0
darrellissa,0.0036489059713571905
ericcantor,0.0
cosmopolitan,0.0
repjohnlewis,0.001996384362399109
wiredscience,0.0
nbatv,2.2160506411732367e-05
jessicaalba,0.003160937832169754
jebbush,0.012111291187608229
womenshealthmag,0.0
karlrove,0.0
condoleezzarice,0.0
nbc,0.00011612645781570033
digg,0.0
governorperry,0.045200323313953454
voterocky2016,0.0
billgates,0.0011859477905738324
sarahpalinusa,0.007303051531644517
whowhatwear,0.0
sarahksilverman,0.004909076920471069
buzzfeed,0.0
shawnmendes,0.0021784560528489965
evalongoria,0.0
xtina,0.0006037859158018156
azizansari,0.0
camerondallas,0.0001180201466971468
iamwill,0.07935701613198777
pharrell,0.08244092534372796
serenawilliams,0.024026123269290777
newtgingrich,0.07406793226910863
govgaryjohnson,0.00024195176967715633
potus,0.027603407253651957
bet,0.0007496353750012444
senmikelee,0.003567576436305218
actuallynph,0.0020578955455122696
cnbc,0.0
thedemocrats,0.00697884011899306
politico,4.686624829966965e-05
sethmacfarlane,0.0
marcanthony,0.0
michelebachmann,0.0
dccc,0.0
goodhealth,0.0
ap,0.0
fortunemagazine,0.0
snoopdogg,0.007286843092311824
carmeloanthony,3.539463177335678e-05
tyga,0.006702625201067921
nikkihaley,0.0038274187622000765
lukebryanonline,0.0008257171127122702
rollingstone,0.0
pryan,0.00011545100190894231
pink,0.008869117707687857
ashleytisdale,0.009844151759164813
joejonas,0.004781962445375706
khloekardashian,0.005418209642816137
teenvogue,0.0
menshealthmag,0.0
alfranken,0.0005486006430307542
voguemagazine,0.0
johnkingated,0.0
businessinsider,0.0
mittromney,0.002901373219177822
jimdemint,0.000855718511148709
comedycentral,0.0
bigsean,0.009269037664325066
slate,0.0
nytimes,0.0
randpaul,0.006922603466360539
jasoninthehouse,0.003237677455778515
sciencechannel,0.0
kingjames,0.015467200513033741
ladygaga,0.009407923216390224
parenting,0.0002579326348658676
ambassadorrice,0.0
joetrippi,0.0007328436797590805
wired,0.0
newyorker,0.0
wizkhalifa,0.0
senjohnmccain,0.0
timkaine,0.0009642517829066345
ericgarcetti,0.0
govwalker,0.0034314694065731405
davidaxelrod,0.03169159053888037
robertdowneyjr,0.0027433901443709064
wendydavis,0.0
nickjonas,0.003832056440408004
thr,0.0
cntraveler,0.0
freedomworks,0.0
natgeotravel,0.0
berniesanders,0.0
50cent,0.0014653782783223964
pitbull,0.008264512827463627
stevemartintogo,5.673371162531746e-05
tppatriots,0.0
marvel,0.0
